Country Name,Country Code,Series Name,Series Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Congo, Rep.",COG,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,43.622,43.453,43.33,43.55,43.824,44.219,44.512,44.771,44.983,45.061,45.046,44.936,41.617,42.575,43.835,43.679,43.562
"Congo, Rep.",COG,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,..,53.689,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,39.938,39.674,39.491,39.921,40.616,41.394,42.096,42.618,42.868,42.903,42.806,42.576,39.893,40.379,43.207,43.14,42.998
"Congo, Rep.",COG,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,..,50.081,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,41.774,41.559,41.407,41.732,42.216,42.803,43.3,43.691,43.922,43.978,43.922,43.751,40.751,41.472,43.52,43.408,43.279
"Congo, Rep.",COG,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,..,52.071,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,67.001,67.055,67.094,67.011,66.888,66.742,66.62,66.526,66.471,66.458,66.472,66.513,63.276,64.018,65.72,65.642,65.604
"Congo, Rep.",COG,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..,47.195,..,..,43,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,67.972,68.026,68.062,67.968,67.856,67.703,67.588,67.492,67.417,67.393,67.403,67.449,64.182,64.915,66.65,66.597,66.59
"Congo, Rep.",COG,Population growth (annual %),SP.POP.GROW,3.28885266905607,3.99594017742806,4.14243050486562,3.25058981932031,2.79640825415116,2.43092781986762,2.41608932821437,2.41638740919909,2.42169941927317,2.43024073423953,2.43884022378671,2.40634419722279,2.39477691216791,2.39414288318435,2.39665300284304,2.41919038084212,2.39829082784283
"Congo, Rep.",COG,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..,6.7,..,..,6.1,..,..,6.9,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..,33.3,..,..,32.6,..,..,27.3,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,66.8595947691366,66.6803652392238,66.4698902503035,66.4551771880006,66.6542331241012,66.9080670726448,67.2006537083158,67.5422089058733,67.9395908320228,68.3780348673161,68.8401258771122,69.3315592976829,69.7887953265326,70.11536436941,70.3839641628462,70.6798155370251,70.8918487352704
"Congo, Dem. Rep.",COD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,584.020810311472,572.959249024865,605.785160280927,643.764679093976,647.801733284929,760.64987993962,859.356816141236,910.393131638657,950.022298158597,990.545051394781,1048.86502855672,1056.17206659241,1088.7890035637,1402.38560295221,1590.16404219556,1730.62228877694,1821.04868718058
"Congo, Dem. Rep.",COD,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,78.9,..,..,..,..,..,..,..,85.3,..,..,..,..
"Congo, Dem. Rep.",COD,Rural population (% of total population),SP.RUR.TOTL.ZS,61.4002754789156,61.0037329503951,60.608636291706,60.2150307174141,59.8229614420849,59.4324736802842,59.0436126465775,58.6564235555306,58.2709516217089,57.8872420596783,57.5053400840042,57.1252909092524,56.7471397499885,56.3709318207782,55.996712336187,55.6245265107806,55.2544195591247
"Congo, Dem. Rep.",COD,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,..,..,3.10452,..,..,7.19307,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,..,9.53216,..,..,5.28871,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,..,..,..,..,..,72.92908,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,1.5249799489975,..,..,2.06221008300781,1.95142996311188,2.17043995857239,2.1186900138855,1.45494997501373,..,..,2.62263835311571,2.66048474102788,2.84466514463005,..,..
"Congo, Dem. Rep.",COD,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,9.57841014862061,..,..,16.1748008728027,14.1246004104614,15.7097797393799,14.635419845581,13.5172300338745,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,122.739,122.181,121.161,122.471,124.026,121.236,118.949,115.839,113.478,112.484,111.807,111.141,110.308,109.234,108.06,106.884,..
"Congo, Dem. Rep.",COD,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,33.33619,..,..,61.59357,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,..,..,33.73443,..,..,14.36003,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,..,..,23.99784,..,..,21.95353,..,23.80564,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,45.59,43.949,42.319,40.706,39.114,39.8,40.492,41.203,41.853,42.482,43.231,44.054,44.318,43.945,44.56,44.895,45.085
"Congo, Dem. Rep.",COD,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,..,..,..,..,39.287,..,..,..,36.166,..,..,..,44.479,..,..,..,..
"Congo, Dem. Rep.",COD,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,36.723,35.688,34.671,33.67,32.684,34.034,35.406,36.786,37.947,39.058,40.47,42.027,42.959,41.678,41.628,41.295,41.08
"Congo, Dem. Rep.",COD,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,..,..,..,..,32.223,..,..,..,35.136,..,..,..,42.752,..,..,..,..
"Congo, Dem. Rep.",COD,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,41.158,39.82,38.496,37.189,35.9,36.918,37.951,38.996,39.902,40.772,41.853,43.042,43.64,42.814,43.098,43.1,43.089
"Congo, Dem. Rep.",COD,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,..,..,..,..,35.943,..,..,..,35.685,..,..,..,43.65,..,..,..,..
"Congo, Dem. Rep.",COD,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,67.643,66.381,65.096,63.787,62.458,62.255,62.049,61.84,61.662,61.492,61.275,61.038,60.259,60.48,61.434,61.719,61.886
"Congo, Dem. Rep.",COD,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..,..,..,..,62.529,..,..,..,57.984,..,..,..,60.287,..,..,..,..
"Congo, Dem. Rep.",COD,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,68.526,67.261,65.968,64.649,63.31,63.046,62.78,62.506,62.254,62.013,61.735,61.435,60.589,60.862,61.86,62.168,62.352
"Congo, Dem. Rep.",COD,Population growth (annual %),SP.POP.GROW,3.01581282864875,3.09097719189927,3.18751592835336,3.28016564590395,3.33860489598034,3.40170849300578,3.39069033335839,3.3022434270539,3.54100823238224,3.65684620577994,3.34726508426912,3.1695285579572,3.22098049233111,3.23790848096045,3.2234019442495,3.25963514299902,3.24257627586721
"Congo, Dem. Rep.",COD,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..,..,..,..,..,..,10,..,..,..,8.4,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..,..,..,..,..,..,37.3,..,..,..,29.1,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,58.6919292890571,58.7544114819738,58.8335085859143,59.0026968583475,59.2809629156728,59.6517735942664,60.1152294571216,60.6208400781987,61.0582153216239,61.4863243503099,61.987626972305,62.3974983719675,62.7146278447697,62.9905057077262,63.215991338854,63.3980115893324,63.5382068380405
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,30522.7787142774,29722.0005631066,26167.8268525276,27241.6000370603,30011.9274409625,27909.5175876754,27177.271665026,19478.7010123338,16649.4757672359,18434.7708571004,18413.1294204577,16451.3641478324,13677.110587517,16821.4486470413,18139.989326627,17411.500234384,17566.7600284073
Equatorial Guinea,GNQ,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.8,..,..
Equatorial Guinea,GNQ,Rural population (% of total population),SP.RUR.TOTL.ZS,51.9555100914342,49.5277179363931,46.8781193470824,44.0256650903089,40.9893059328797,37.7879926416016,34.4406759832816,31.048729384645,30.746730146949,30.4483980867015,30.1603376333825,29.8824580452707,29.6146685806753,29.3568784979408,29.1089970554533,28.8709335116483,28.6425971250194
Equatorial Guinea,GNQ,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,184.087,182.423,180.057,178.292,175.897,173.885,171.857,169.671,167.303,164.344,161.597,158.817,156.024,154.136,152.146,150.442,..
Equatorial Guinea,GNQ,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,28.987,28.809,28.663,28.603,28.612,28.625,28.643,28.65,28.636,28.592,28.495,28.329,25.529,26.377,28.257,28.201,28.178
Equatorial Guinea,GNQ,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,33.023,32.674,32.388,32.271,32.289,32.314,32.35,32.364,32.335,32.249,32.06,31.736,28.88,29.499,32.193,32.607,32.617
Equatorial Guinea,GNQ,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,31.125,30.85,30.626,30.531,30.539,30.554,30.579,30.59,30.569,30.505,30.362,30.113,27.278,27.998,30.292,30.469,30.454
Equatorial Guinea,GNQ,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,52.239,52.324,52.485,52.696,52.931,53.176,53.404,53.596,53.745,53.85,53.911,53.931,50.146,50.951,53.526,53.265,53.044
Equatorial Guinea,GNQ,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,54.05,54.109,54.246,54.434,54.651,54.882,55.11,55.316,55.486,55.617,55.704,55.747,51.869,52.669,55.371,55.114,54.901
Equatorial Guinea,GNQ,Population growth (annual %),SP.POP.GROW,4.57370994415875,4.60787133294314,4.59586770504622,4.34060206449919,4.07484554769573,3.99605995538999,3.90501924555756,3.79160484192286,3.66421838047825,3.53129362583944,3.39945242088076,3.271454421427,2.73390823188935,2.43551071649529,2.5130374213272,2.41057232825781,2.40472649031131
Equatorial Guinea,GNQ,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..,..,..,8.6,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..,..,..,29.5,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,54.6675915379699,54.4480549871583,54.2587492676343,54.1487337125192,54.1449204038179,54.2478044974881,54.5496298937118,55.0611127053064,55.7079371065505,56.4129059937497,57.1328662415892,57.9276595978178,58.8121756256924,59.5674748450161,60.2749675190682,60.9635012225102,61.5645937664673
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13733.7012862122,13383.5662273185,14014.6905491122,14784.3483551883,14619.7181445113,14497.9921216902,14853.6712460355,14306.4340768252,13997.7352841911,14796.6286374171,15432.0430535353,15949.6373739622,14477.1308291744,18523.5798032193,19992.5570643468,20755.665381766,21510.1725307344
Gabon,GAB,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,3.8,..,..,..,..,..,..,..
Gabon,GAB,Rural population (% of total population),SP.RUR.TOTL.ZS,14.7562327527684,14.2567417876068,13.8147407527055,13.4334616349685,13.1161364212999,12.8517519328363,12.3763982037031,11.914691616108,11.4554116593822,10.9990266743104,10.5460050018134,10.0968149829606,9.6519249589853,9.2118032713033,8.7756644540012,8.3624037202687,8.1367905322425
Gabon,GAB,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,..,..,..,4.71526,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,3.07808995246887,2.987459897995,3.01340007781982,3.02971005439758,2.66667008399963,2.82435985823512,2.66773089670199,3.55570801059931,3.071542956299,2.87430983233369,3.39874087928788,2.7007928993976,2.20773650357931,2.31594287726056,..
Gabon,GAB,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,13.3304195404053,13.5340795516968,12.5822696685791,8.73756980895996,11.225489616394,11.6105217333224,10.3015422456439,15.2766716935965,14.6146271384588,14.0744772919358,15.7641649523771,15.3551631854332,13.8033786137402,13.5658233667537,..
Gabon,GAB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,116.72,117.179,117.319,115.331,111.976,108.161,104.465,101.746,99.801,98.88,98.055,97.632,96.307,94.925,93.319,91.707,..
Gabon,GAB,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,29.6186,29.78869,27.17582,25.24234,29.23549,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,..,..,28.25615,31.42326,34.59761,26.11279,28.93875,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,..,..,37.84394,34.09083,33.89354,45.35416,37.82598,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,16.277,16.084,15.93,15.806,15.694,15.588,15.504,15.457,15.454,15.487,15.534,15.577,13.979,14.466,15.437,15.426,15.425
Gabon,GAB,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,..,..,15.93,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,21.548,21.116,20.77,20.493,20.245,20.011,19.825,19.721,19.715,19.788,19.892,19.986,18.112,18.534,20.26,20.224,20.134
Gabon,GAB,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,..,..,20.77,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,18.942,18.632,18.384,18.186,18.009,17.84,17.705,17.627,17.619,17.667,17.738,17.801,16.06,16.51,17.857,17.831,17.785
Gabon,GAB,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,..,..,18.26,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,39.455,39.732,40.025,40.322,40.622,40.925,41.208,41.453,41.649,41.796,41.909,41.994,39.063,39.763,41.904,41.876,41.808
Gabon,GAB,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..,..,39.91,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,41.195,41.455,41.744,42.04,42.341,42.645,42.929,43.18,43.382,43.534,43.652,43.746,40.712,41.413,43.639,43.621,43.569
Gabon,GAB,Population growth (annual %),SP.POP.GROW,3.22072516127824,3.32765333333101,3.44994267851283,3.54739719912158,3.57746904510728,3.52009296367142,3.35844001734251,3.11465625322556,2.86485541015556,2.65889572463952,2.53688289832205,2.47279132038176,2.38922359813697,2.30612435799096,2.24763901253797,2.19891289669511,2.15636509762581
Gabon,GAB,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..,..,..,..,5.6,..,..,..,..,..,..,..,..,2.9,..,..,..
Gabon,GAB,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..,..,..,..,21.9,..,..,..,..,..,..,..,..,13.3,..,..,..
Gabon,GAB,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,68.8984052649291,68.5722975519871,68.2515583290297,68.0255625595596,67.9652995762104,68.0327502077441,68.183735216731,68.3830260002397,68.6420210336108,68.9632240396125,69.301908454326,69.6539129524861,70.0383622255456,70.4198337057179,70.7275920399958,70.9522556974599,71.1616217697632
Rwanda,RWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1190.7575798332,1240.54972631385,1314.13559494324,1412.90752155318,1454.52507891388,1512.24171253848,1677.56869684182,1780.74171636863,1866.38968530286,1967.94286602499,2125.49522712839,2336.03967302732,2284.89889795328,2733.43566762447,3098.67700634994,3399.45174603143,3710.86040434596
Rwanda,RWA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,70.2,..,..,65.2,..,..,63.8,..,..,..,..,..,..,38.6,..
Rwanda,RWA,Rural population (% of total population),SP.RUR.TOTL.ZS,83.0829132936196,83.0793105573645,83.0744419689386,83.0676413118727,83.0589751117852,82.9257793946388,82.4979283460244,81.8046850141584,80.8786048213452,79.7522431898889,78.4581555420936,77.0288973002638,75.4970238867034,73.8950907237167,72.2193297262239,71.1444689354523,70.1150285705917
Rwanda,RWA,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,7.38939,..,7.64487,6.33984,7.22609,6.54429,..,5.54209,5.47035,..,4.25557,..,..,..,..,..,..
Rwanda,RWA,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,30.79338,..,34.49434,36.07236,32.57273,37.42272,..,31.21191,37.14513,..,21.67381,..,..,..,..,..,..
Rwanda,RWA,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,199.86622,..,173.51484,116.61996,88.41959,94.92863,..,107.95651,..,..,97.65851,..,..,..,..,..,..
Rwanda,RWA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.50216007232666,..,4.63126993179321,4.38346004486084,4.42103004455566,4.7421498298645,4.19644021987915,3.64711999893189,3.43483996391296,3.1247398853302,3.07375001907349,3.23821222605582,3.33309745728459,5.58984994888306,4.74623012542725,4.92004013061523,4.69134998321533
Rwanda,RWA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,15.5915098190308,..,17.548059463501,15.3433799743652,15.8154697418213,16.8596305847168,13.7343196868897,12.5390501022339,12.2783899307251,11.0796098709106,10.8046102523804,10.9981460523976,10.7835245127746,15.5322399139404,12.7661399841309,15.024640083313,14.1909799575806
Rwanda,RWA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,40.587,41.077,42.084,41.601,40.658,40.826,39.77,38.552,36.55,34.251,32.495,32.019,31.514,31.158,31.057,30.779,..
Rwanda,RWA,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,45.59538,..,36.73722,31.8464,36.24898,30.11024,..,32.66495,34.61112,..,28.56429,..,..,..,..,..,..
Rwanda,RWA,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,24.98727,..,30.68117,37.64952,36.48545,41.71371,..,42.62479,52.82524,..,38.25006,..,..,..,..,..,..
Rwanda,RWA,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,25.40973,..,22.74969,18.43491,13.26898,14.0221,..,20.85792,..,..,19.82273,..,..,..,..,..,..
Rwanda,RWA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,44.002,43.88,43.667,43.399,43.112,42.855,42.585,42.273,41.941,41.582,39.825,39.543,45.168,36.41,37.559,42.466,45.358
Rwanda,RWA,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,..,..,..,..,..,..,65.215,..,..,41.608,39.952,39.593,45.072,36.352,37.332,42.407,45.482
Rwanda,RWA,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,49.827,49.497,49.039,48.512,47.978,47.441,46.928,46.405,45.795,45.092,45.5,44.225,50.43,41.068,42.29,48.227,52.11
Rwanda,RWA,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,..,..,..,..,..,..,65.701,..,..,45.131,45.517,44.226,50.517,41.137,42.482,48.287,52.031
Rwanda,RWA,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,46.853,46.631,46.299,45.904,45.497,45.104,44.717,44.304,43.837,43.31,42.619,41.849,47.76,38.706,39.893,45.313,48.702
Rwanda,RWA,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,..,..,..,..,..,..,65.452,..,..,43.31,42.62,41.85,47.759,38.705,39.892,45.313,48.702
Rwanda,RWA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,54.053,54.086,54.141,54.209,54.283,54.357,54.433,54.516,54.612,54.723,54.156,51.87,56.652,52.58,54.695,58.044,57.099
Rwanda,RWA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..,..,..,..,71.75,..,83.718,..,..,54.802,54.245,51.944,56.716,52.651,54.756,58.143,57.202
Rwanda,RWA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,55.822,55.889,55.975,56.074,56.183,56.291,56.412,56.555,56.715,56.892,56.311,53.973,59.069,55.035,57.182,60.563,59.853
Rwanda,RWA,Population growth (annual %),SP.POP.GROW,2.62837643087324,2.57922030255665,2.52365134392041,2.45262873450153,2.39380128171382,2.40340085493768,2.41721473954366,2.39322566941773,2.36997866838859,2.34556709244995,2.31630729613291,2.28086099658628,2.24244883430144,2.1909353521865,2.19046619232976,2.1984982050137,2.14176839550509
Rwanda,RWA,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..,..,0.8,..,..,..,..,0.4,..,..,..,..,0.3,..,..,..,..
Rwanda,RWA,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..,..,8.1,..,..,..,..,6.8,..,..,..,..,5.5,..,..,..,..
Rwanda,RWA,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,61.5372862098465,61.5998414003647,61.651421653866,61.6945506900001,61.7506631006931,61.86038100635,61.9982512925211,62.1547620254709,62.3054656448477,62.442691970354,62.5731131965828,62.7096813725091,62.8344832365798,62.9589649485533,63.123085511807,63.3081702476281,63.4824908896614
